"","A1","A355","A356","A357","A358","A359","A360","A361","A362","A363","A364","A365","A366","A367","A368","A369","A370","A371","A372","A373","A374","A375","A376","A377","A378","A379","A380","A381","A382","A383","A384","A385","A386","A387"
"2151",292640,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2152",292650,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2153",292660,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2154",292665,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2155",292670,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2156",292680,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2157",292690,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2158",292700,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Sim","Não"
"2159",292710,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Total","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"2160",292720,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2161",292730,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2162",292740,"Secretaria em conjunto com outra política","Sim","1984","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Total","Parcial","Parcial","Total","Total","Total","Não","Total","Não","Sim","Sim","Não","Não","Não","Não","Sim"
"2163",292750,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2164",292760,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Sim","Não","Total","Não","Não","Não","Total","Total","Não","Não","Não","Não","não aplicável","Não","Não","Não","Não","Não"
"2165",292770,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Total","Parcial","Parcial","Total","Total","Total","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2166",292780,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2167",292790,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2168",292800,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Sim","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2169",292805,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2170",292810,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2171",292820,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2172",292830,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2173",292840,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2174",292850,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2175",292860,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2176",292870,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2177",292880,"Setor subordinado diretamente à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","não aplicável","Não","Não","Não","Não","Não"
"2178",292890,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2179",292895,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2180",292900,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2181",292905,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Não","Não","Sim","Sim","Não","Total","Não","Não","Não","Total","Não","Não","Total","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2182",292910,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2183",292920,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2184",292925,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Total","Total","Total","Não","Total","Total","Total","Total","Total","Sim","Sim","Não","Não","Não","Não","Não"
"2185",292930,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2186",292935,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2187",292937,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2188",292940,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2189",292950,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Total","Não","Não","Total","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2190",292960,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2191",292970,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2192",292975,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2193",292980,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2194",292990,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2195",293000,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Total","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2196",293010,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Total","Total","Não","Não","Total","Total","Não","Total","Não","Não","não aplicável","Não","Não","Não","Não","Não"
"2197",293015,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2198",293020,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Sim","Não"
"2199",293030,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2200",293040,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2201",293050,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Total","Não","Não","Não","Total","Total","Não","Parcial","Não","Sim","Não","Não","Não","Não","Não","Não"
"2202",293060,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2203",293070,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Sim","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Sim"
"2204",293075,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2205",293076,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não"
"2206",293077,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2207",293080,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2208",293090,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2209",293100,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2210",293105,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2211",293110,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2212",293120,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2213",293130,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2214",293135,"Secretaria em conjunto com outra política","Sim","2007","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Sim","Não","Total","Parcial","Parcial","Não","Total","Total","Parcial","Total","Total","Sim","Não","Não","Não","Não","Não","Não"
"2215",293140,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2216",293150,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"2217",293160,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2218",293170,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2219",293180,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2220",293190,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2221",293200,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Sim","Não","Não","Não"
"2222",293210,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"2223",293220,"Setor subordinado diretamente à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2224",293230,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2225",293240,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"2226",293245,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
